,Club,ID,Nationality,Overall,Potential,Special,Value,Wage,name
15248,Cheltenham Town,163170,Australia,59,59,1272,90000.0,2000.0,A. Downes
15249,Sarpsborg 08 FF,240738,France,59,64,1577,210000.0,1000.0,R. Muhammed
15250,KAS Eupen,237155,Ivory Coast,59,74,1452,290000.0,1000.0,S. Gnaka
15251,U.N.A.M.,239459,Mexico,59,67,1393,230000.0,3000.0,A. Arce
15252,Omiya Ardija,232804,Japan,59,63,1426,210000.0,1000.0,S. Shimizu
15253,Western Sydney Wanderers,221285,Australia,59,68,1504,240000.0,1000.0,J. Sotirio
15254,Lincoln City,225125,England,59,71,1512,280000.0,2000.0,H. Anderson
15255,Sogndal,203366,Norway,59,62,1551,160000.0,1000.0,E. Skaasheim
15256,Northampton Town,223846,England,59,69,1435,220000.0,1000.0,G. Smith
15257,,228198,India,59,62,1527,0.0,0.0,J. Singh
15258,Ettifaq FC,210791,Saudi Arabia,59,61,1042,130000.0,2000.0,A. Al Saleh
15259,AFC Eskilstuna,213351,Sweden,59,64,1465,210000.0,1000.0,S. Matic
15260,Port Vale,205160,England,59,67,1319,200000.0,2000.0,J. Davis
15261,Sandefjord Fotball,215400,Norway,59,69,1398,250000.0,1000.0,H. Lorentzen
15262,Bourg en Bresse Péronnas 01,137321,France,59,59,1518,10000.0,1000.0,A. Faivre
15263,Kilmarnock,227945,Scotland,59,70,1321,240000.0,6000.0,S. Findlay
15264,Kalmar FF,235881,Palestine,59,65,1448,220000.0,1000.0,M. Eid
15265,Chesterfield,238185,England,59,75,1499,325000.0,1000.0,J. Rowley
15266,Sligo Rovers,199018,Republic of Ireland,59,60,1183,140000.0,1000.0,M. Leahy
15267,Northampton Town,209258,England,59,66,1506,180000.0,1000.0,R. Hanley
15268,TSG 1899 Hoffenheim,239466,Germany,59,75,1381,325000.0,3000.0,M. Skenderović
15269,Royal Excel Mouscron,228715,Belgium,59,69,1562,220000.0,1000.0,B. Van Durmen
15270,Chemnitzer FC,238700,Germany,59,64,871,150000.0,1000.0,K. Tittel
15271,VfL Wolfsburg,234861,Germany,59,73,1338,300000.0,5000.0,R. Ziegele
15272,Oldham Athletic,236397,England,59,71,1553,270000.0,1000.0,D. Osei
15273,Colchester United,220014,England,59,65,1493,180000.0,2000.0,L. Kinsella
15274,Dijon FCO,231278,France,59,70,1467,240000.0,2000.0,E. Maury
15275,Parma,168302,Italy,59,59,1465,90000.0,1000.0,D. Giorgino
15276,AFC Eskilstuna,240750,Afghanistan,59,60,1505,180000.0,1000.0,S. Mukhammad
15277,Southampton,231536,England,59,75,1463,325000.0,5000.0,T. Johnson
15278,Kashiwa Reysol,232560,Japan,59,59,788,100000.0,1000.0,K. Kirihata
15279,Limerick FC,188528,Brazil,59,59,1534,80000.0,1000.0,Rodrigo
15280,Atletico Nacional Medellin,233841,Colombia,59,81,1341,325000.0,1000.0,C. Cuesta
15281,ES Troyes AC,235633,France,59,80,1011,280000.0,1000.0,Y. Diouf
15282,FC Luzern,236657,Switzerland,59,78,1594,325000.0,1000.0,F. Ugrinic
15283,FK Haugesund,238449,Nigeria,59,75,1525,290000.0,2000.0,A. Ikedi
15284,Shamrock Rovers,189809,Northern Ireland,59,59,1481,150000.0,1000.0,D. Meenan
15285,Philadelphia Union,237682,United States,59,68,1572,240000.0,1000.0,A. Najem
15286,Kardemir Karabükspor,240498,Mali,59,68,1579,240000.0,2000.0,H. Traore
15287,Rosario Central,241010,Argentina,59,63,1310,170000.0,2000.0,M. Ortíz
15288,Limerick FC,189810,Republic of Ireland,59,59,1664,150000.0,1000.0,S. Duggan
15289,Wisła Płock,220531,Poland,59,66,1431,190000.0,6000.0,I. Łasicki
15290,Blackburn Rovers,231540,England,59,76,1396,300000.0,1000.0,S. Wharton
15291,Sporting Kansas City,237173,United States,59,66,1538,220000.0,1000.0,C. Iwasa
15292,Sligo Rovers,22391,Republic of Ireland,59,59,1581,70000.0,1000.0,R. Cretaro
15293,Morecambe,174199,New Zealand,59,59,1349,100000.0,2000.0,S. Old
15294,Al Batin,235896,Saudi Arabia,59,59,1419,160000.0,2000.0,S. Al Mutairi
15295,Fleetwood Town,231033,England,59,73,1500,300000.0,1000.0,J. Maguire
15296,Gamba Osaka,237433,Japan,59,68,1520,240000.0,2000.0,H. Ide
15297,Aberdeen,214651,Scotland,59,71,1616,280000.0,1000.0,C. Storie
15298,Pachuca,239995,Mexico,59,71,1487,270000.0,2000.0,P. López
15299,Ternana,241019,Italy,59,67,1326,200000.0,1000.0,N. Gigli
15300,FSV Zwickau,238972,Germany,59,69,876,190000.0,1000.0,L. Cichos
15301,Pachuca,239996,Mexico,59,68,1365,240000.0,4000.0,E. Ayala
15302,Al Faisaly,225661,Saudi Arabia,59,65,1573,180000.0,3000.0,N. Al Muwallad
15303,Brentford,226429,Scotland,59,79,1498,325000.0,3000.0,A. Coote
15304,Bray Wanderers,202881,Republic of Ireland,59,62,1649,160000.0,1000.0,K. Buckley
15305,Western Sydney Wanderers,234881,Australia,59,69,1397,260000.0,1000.0,L. Scott
15306,LA Galaxy,222082,Mexico,59,71,1488,280000.0,1000.0,R. Mendiola
15307,Lincoln City,224130,England,59,70,1028,210000.0,1000.0,J. Vickers
15308,Cork City,208771,Republic of Ireland,59,66,1579,220000.0,1000.0,G. Buckley
15309,Rosario Central,233092,Argentina,59,77,1553,325000.0,1000.0,J. Pereyra
15310,Vegalta Sendai,173188,Japan,59,59,1448,120000.0,1000.0,S. Hirayama
15311,VfL Wolfsburg,235141,Germany,59,77,835,260000.0,2000.0,P. Menzel
15312,Morecambe,213127,England,59,69,1465,220000.0,1000.0,A. McGowan
15313,BSC Young Boys,228999,Switzerland,59,67,1429,190000.0,3000.0,S. Joss
15314,Olympique Lyonnais,239496,France,59,71,1525,280000.0,7000.0,Y. Fekir
15315,Fiorentina,240777,Italy,59,77,1471,290000.0,4000.0,L. Ranieri
15316,Vercelli,201354,Romania,59,66,1048,160000.0,1000.0,R. Marcone
15317,Sheffield United,231818,England,59,74,1468,350000.0,5000.0,J. Wright
15318,West Ham United,234378,Republic of Ireland,59,78,1416,290000.0,5000.0,D. Rice
15319,Toronto FC,237194,Canada,59,67,1648,200000.0,1000.0,S. Camargo
15320,Gangwon FC,182154,Korea Republic,59,59,1061,90000.0,1000.0,Song Yoo Gul
15321,Hallescher FC,238731,Germany,59,65,1471,220000.0,1000.0,V. Stenzel
15322,Terek Grozny,240267,Russia,59,71,1575,280000.0,4000.0,A. Batsuev
15323,Cork City,200844,Republic of Ireland,59,62,1429,190000.0,1000.0,J. Keohane
15324,SKN St. Pölten,237196,France,59,59,1316,130000.0,2000.0,B. Diallo
15325,Terek Grozny,240268,Russia,59,70,1382,270000.0,4000.0,A. Kadyrov
15326,Lillestrøm SK,240524,Nigeria,59,70,1538,270000.0,1000.0,M. Ebiye
15327,Omiya Ardija,191372,Japan,59,59,1479,60000.0,1000.0,R. Bando
15328,Excelsior,235661,Netherlands,59,74,1543,300000.0,1000.0,D. Haspolat
15329,Bohemian FC,210319,Nigeria,59,64,1451,210000.0,1000.0,I. Akinade
15330,,231567,India,59,59,1537,0.0,0.0,B. Jairu
15331,Al Raed,228752,Saudi Arabia,59,59,1488,160000.0,3000.0,T. Al Shamali
15332,Eintracht Frankfurt,238736,Azerbaijan,59,75,1441,325000.0,3000.0,R. Dadashov
15333,AS Nancy Lorraine,238737,France,59,70,1343,240000.0,1000.0,R. Bidounga
15334,Sparta Rotterdam,235154,Netherlands,59,71,1434,240000.0,1000.0,J. Oosterlen
15335,Brisbane Roar,237714,New Zealand,59,73,1550,290000.0,1000.0,D. Ingham
15336,La Equidad,220563,Colombia,59,65,1445,220000.0,1000.0,L. Cuesta
15337,Eintracht Frankfurt,234643,Germany,59,73,885,280000.0,1000.0,L. Bätge
15338,SC Heerenveen,235155,Netherlands,59,67,868,170000.0,1000.0,J. Bekkema
15339,Lobos de la BUAP,181907,Mexico,59,59,1201,90000.0,1000.0,J. Villalpando
15340,Walsall,211604,England,59,68,1068,180000.0,1000.0,L. Roberts
15341,Milan,240276,Italy,59,74,997,260000.0,3000.0,A. Guarnone
15342,Tours FC,237717,France,59,69,1457,220000.0,1000.0,B. Etcheverria
15343,Dundee FC,213654,Finland,59,72,1515,270000.0,1000.0,G. Kamara
15344,Crewe Alexandra,222870,England,59,74,1476,350000.0,3000.0,G. Cooper
15345,OGC Nice,231318,France,59,77,1691,300000.0,2000.0,R. Perraud
15346,Stade Brestois 29,233366,France,59,65,1431,210000.0,1000.0,V. Henry
15347,Korona Kielce,201111,Poland,59,59,1538,170000.0,2000.0,M. Górski
15348,Valenciennes FC,225176,France,59,65,1361,180000.0,1000.0,C. Quenum
15349,SKN St. Pölten,234648,Austria,59,61,1265,150000.0,2000.0,M. Huber
15350,SKN St. Pölten,235416,Austria,59,66,1427,220000.0,2000.0,M. Entrup
15351,FK Austria Wien,228505,Austria,59,66,1102,160000.0,2000.0,P. Pentz
15352,Barnet,199834,Portugal,59,63,1614,200000.0,2000.0,M. Vilhete
15353,Crawley Town,192154,England,59,61,1763,160000.0,2000.0,J. Payne
15354,Stabæk Fotball,238235,Norway,59,77,1637,300000.0,1000.0,H. Vetlesen
15355,Eintracht Braunschweig,241051,Germany,59,75,1499,325000.0,2000.0,A. Canbaz
15356,Ohod Club,240028,Saudi Arabia,59,66,1502,220000.0,2000.0,R. Al Hafizi
15357,Shamrock Rovers,213149,Scotland,59,67,1454,230000.0,1000.0,C. King
15358,AS Saint-Étienne,238749,France,59,70,1300,220000.0,2000.0,M. Nade
15359,SV Meppen,228510,Germany,59,62,1396,200000.0,2000.0,H. Hyseni
15360,FC St. Pauli,238238,Germany,59,65,1473,220000.0,3000.0,J. Schneider
15361,Piast Gliwice,238494,Poland,59,71,1460,270000.0,1000.0,D. Gojko
15362,Hamburger SV,230047,Germany,59,68,1418,200000.0,2000.0,F. Ronstadt
15363,Boca Juniors,233887,Argentina,59,75,1522,300000.0,2000.0,J. Chicco
15364,Bradford City,237471,England,59,71,1529,270000.0,1000.0,D. Pybus
15365,Toulouse FC,238751,France,59,72,837,230000.0,1000.0,T. Cottes
15366,SV Meppen,239775,Germany,59,67,1427,200000.0,4000.0,F. Senninger
15367,Águilas Doradas,214432,Colombia,59,65,1096,160000.0,1000.0,J. Valencia
15368,SG Sonnenhof Großaspach,239776,Germany,59,68,1623,240000.0,1000.0,J. Hoffmann
15369,Port Vale,222625,England,59,71,1272,250000.0,2000.0,N. Smith
15370,Brescia,230817,Equatorial Guinea,59,70,1554,260000.0,6000.0,J. Machín
15371,Patriotas Boyacá FC,233633,Colombia,59,73,1474,350000.0,1000.0,C. Rodríguez
15372,Gillingham,222114,England,59,66,1342,190000.0,1000.0,A. Lacey
15373,FC Basel,239267,France,59,75,1437,325000.0,3000.0,A. Pululu
15374,Swansea City,212388,Scotland,59,71,1605,280000.0,6000.0,A. King
15375,Wellington Phoenix,235940,Australia,59,65,1631,180000.0,1000.0,A. Parkhouse
15376,Aalesunds FK,240549,Norway,59,64,956,150000.0,1000.0,J. Urke
15377,Grasshopper Club Zürich,236454,Ivory Coast,59,71,1484,240000.0,1000.0,S. Doumbia
15378,Coventry City,203175,England,59,63,1031,140000.0,2000.0,L. Burge
15379,Bourg en Bresse Péronnas 01,233895,France,59,67,1462,200000.0,1000.0,Y. Ndiaye
15380,FC Schalke 04,234407,Germany,59,69,1403,220000.0,3000.0,J. Bitter
15381,GIF Sundsvall,236455,Sweden,59,69,1428,240000.0,1000.0,J. Morsay
15382,Standard de Liège,236712,Belgium,59,70,1357,240000.0,2000.0,D. Lavalée
15383,New England Revolution,237224,Canada,59,67,1366,230000.0,1000.0,B. Wright
15384,KV Mechelen,226729,Belgium,59,72,1000,230000.0,1000.0,A. Swolfs
15385,Swindon Town,227498,England,59,69,1432,250000.0,2000.0,K. Woolery
15386,Bristol City,210347,Austria,59,68,1012,180000.0,4000.0,I. Lučić
15387,Termalica Bruk-Bet Nieciecza,220587,Poland,59,66,1498,220000.0,1000.0,B. Smuczyński
15388,SC Fortuna Köln,216494,Palestine,59,64,1419,210000.0,1000.0,A. Falahen
15389,Atlético Madrid,240559,Spain,59,76,1408,300000.0,4000.0,Obama
15390,Grimsby Town,208816,England,59,66,1742,220000.0,2000.0,M. Rose
15391,Pachuca,230834,Mexico,59,70,1435,240000.0,3000.0,A. Peña
15392,Chicago Fire Soccer Club,231858,United States,59,68,1526,200000.0,1000.0,D. Conner
15393,Walsall,234674,England,59,76,1393,300000.0,1000.0,K. Roberts
15394,Vissel Kobe,232371,Japan,59,59,1517,110000.0,1000.0,W. Hashimoto
15395,Stade Rennais FC,232116,France,59,68,1501,240000.0,3000.0,S. Salles-Lamonge
15396,Yeovil Town,235700,England,59,68,1479,240000.0,1000.0,J. Green
15397,Hamburger SV,235956,Germany,59,72,1430,260000.0,2000.0,J. Behounek
15398,SV Darmstadt 98,238772,Germany,59,78,1462,325000.0,2000.0,S. Zehnder
15399,RB Leipzig,240052,Germany,59,71,1340,230000.0,4000.0,K. Senkbeil
15400,Accrington Stanley,152501,England,59,59,1594,90000.0,2000.0,S. Brown
15401,Al Qadisiyah,153269,Ivory Coast,59,59,1364,120000.0,3000.0,H. Guy
15402,Aberdeen,225974,Scotland,59,70,1273,240000.0,1000.0,S. McKenna
15403,Benevento Calcio,235702,Italy,59,59,1502,130000.0,4000.0,L. Del Pinto
15404,Chesterfield,230839,Scotland,59,71,1363,240000.0,1000.0,Z. Jules
15405,Guadalajara,239545,Mexico,59,74,1375,350000.0,6000.0,J. Godínez
15406,CD Los Millionarios Bogota,237242,Colombia,59,69,1376,220000.0,1000.0,F. Román
15407,SG Sonnenhof Großaspach,216507,Germany,59,63,1588,200000.0,1000.0,N. Gutjahr
15408,Envigado FC,227515,Colombia,59,69,1507,250000.0,1000.0,D. Moreno
15409,Arsenal,236988,England,59,80,1404,350000.0,8000.0,E. Nketiah
15410,Paris FC,231869,France,59,66,1545,220000.0,1000.0,I. Cissé
15411,Vissel Kobe,232893,Japan,59,59,1265,40000.0,1000.0,K. Kitamoto
15412,FC Sochaux-Montbéliard,238269,France,59,68,1439,210000.0,1000.0,J. Pendant
15413,US Quevilly-Rouen,239037,France,59,60,1476,180000.0,1000.0,N. Barthélémy
15414,SC Freiburg,241085,Germany,59,79,1537,325000.0,2000.0,L. Tempelmann
15415,Arsenal de Sarandí,233918,Argentina,59,67,890,170000.0,2000.0,M. Velazco
15416,Gillingham,222399,England,59,68,1531,210000.0,7000.0,C. Ogilvie
15417,Stevenage,195519,England,59,62,1453,200000.0,2000.0,H. Beautyman
15418,Silkeborg IF,227520,Denmark,59,71,1278,240000.0,1000.0,T. Salquist
15419,FC Sochaux-Montbéliard,228544,France,59,73,1583,350000.0,1000.0,S. Daham
15420,Shimizu S-Pulse,237760,Japan,59,59,1477,90000.0,1000.0,K. Sugiyama
15421,Galway United,233665,Kenya,59,71,1488,280000.0,6000.0,J. Ayunga
15422,GFC Ajaccio,240065,France,59,69,1506,250000.0,1000.0,S. Ribéry
15423,RC Strasbourg,231362,France,59,71,897,220000.0,2000.0,A. Gambetta
15424,Shimizu S-Pulse,237762,Japan,59,59,1577,160000.0,1000.0,Y. Kawai
15425,Barnet,223941,DR Congo,59,64,1562,180000.0,1000.0,D. Tutonda
15426,Banfield,232645,Argentina,59,73,1002,280000.0,1000.0,F. Cambeses
15427,Al Ittihad,235975,Saudi Arabia,59,69,1420,260000.0,5000.0,A. Al Aryani
15428,Al Taawoun,232904,Saudi Arabia,59,73,1487,300000.0,3000.0,A. Al Dawsari
15429,Luton Town,182728,Northern Ireland,59,59,1606,170000.0,3000.0,J. McQuoid
15430,Forest Green,53960,England,59,59,1180,60000.0,2000.0,S. Russell
15431,Brisbane Roar,208329,Australia,59,67,1475,230000.0,1000.0,P. Skapetis
15432,Colon de Santa Fe,227785,Argentina,59,62,1520,200000.0,2000.0,C. Guanca
15433,Karlsruher SC,235209,Germany,59,65,1668,210000.0,1000.0,A. Siebeck
15434,Leeds United,239305,Spain,59,74,1516,350000.0,4000.0,Madger Gomes
15435,Chacarita Juniors,241097,Argentina,59,68,1577,240000.0,3000.0,M. González
15436,Colorado Rapids,216522,United States,59,69,1436,260000.0,1000.0,C. Calvert
15437,Clermont Foot 63,212939,France,59,68,1518,210000.0,1000.0,D. Douline
15438,Seattle Sounders FC,237263,United States,59,66,1436,190000.0,1000.0,B. Nana-Sinkam
15439,Zagłębie Lubin,201169,Poland,59,63,1029,140000.0,1000.0,K. Forenc
15440,Wycombe Wanderers,213201,England,59,69,1538,220000.0,2000.0,D. Rowe
15441,Fortuna Düsseldorf,232401,Japan,59,73,1515,350000.0,3000.0,J. Kinjo
15442,Rangers,235729,Scotland,59,71,1277,250000.0,5000.0,D. Bates
15443,Colorado Rapids,237265,United States,59,67,1659,190000.0,1000.0,L. Callahan
15444,Newport County,208850,England,59,68,1518,240000.0,2000.0,A. Williams
15445,Cheltenham Town,212178,England,59,68,971,180000.0,4000.0,J. Flatt
15446,Strømsgodset IF,222162,Norway,59,71,1594,280000.0,1000.0,M. Berg Gjerstrøm
15447,Kristiansund BK,236754,Norway,59,60,1548,180000.0,1000.0,J. Rønningen
15448,Estudiantes de La Plata,235987,Argentina,59,72,1560,270000.0,2000.0,I. Gómez
15449,Chemnitzer FC,238803,Germany,59,71,1468,270000.0,1000.0,T. Baumgart
15450,Galway United,225493,England,59,64,1622,180000.0,1000.0,N. Maher
15451,Standard de Liège,237525,Belgium,59,72,855,230000.0,1000.0,A. Bodart
15452,Galway United,226006,Republic of Ireland,59,66,1451,180000.0,1000.0,C. Horgan
15453,Feyenoord,238038,Netherlands,59,75,1513,325000.0,1000.0,J. Wehrmann
15454,Portsmouth,189910,England,59,63,1505,200000.0,2000.0,C. Main
15455,Águilas Doradas,234967,Colombia,59,76,1537,300000.0,1000.0,J. Giraldo
15456,Brentford,235223,Denmark,59,72,1403,290000.0,4000.0,J. Shaibu
15457,Montreal Impact,178392,United States,59,59,987,80000.0,1000.0,E. Kronberg
15458,Dundalk,149721,Republic of Ireland,59,59,1004,40000.0,1000.0,G. Rogers
15459,Portsmouth,222937,England,59,73,1551,350000.0,2000.0,B. Close
15460,MSV Duisburg,231897,United States,59,66,1544,190000.0,1000.0,M. Corboz
15461,US Quevilly-Rouen,207834,France,59,61,1075,130000.0,1000.0,A. Gounet
15462,Port Vale,184282,England,59,61,1016,130000.0,2000.0,R. Lainton
15463,Colchester United,211163,Wales,59,69,1555,250000.0,2000.0,T. O'Sullivan
15464,FC Admira Wacker Mödling,233435,Austria,59,73,1310,300000.0,1000.0,M. Maranda
15465,Shrewsbury,232412,England,59,69,1669,250000.0,4000.0,E. Adams
15466,Amiens SC Football,239324,France,59,72,1551,290000.0,2000.0,M. Talal
15467,Sevilla Atlético,240860,Spain,59,72,1477,270000.0,1000.0,Lara
15468,Kristiansund BK,176860,Sweden,59,59,1093,20000.0,1000.0,C. Månsson
15469,Cerezo Osaka,237789,Japan,59,66,1518,190000.0,1000.0,Y. Kimoto
15470,Sevilla Atlético,240861,Spain,59,72,1452,260000.0,1000.0,Núñez
15471,Corporación Club Deportivo Tuluá,226270,Argentina,59,59,824,20000.0,1000.0,G. Caffa
15472,Córdoba CF,235998,Spain,59,68,1476,240000.0,2000.0,Vera
15473,SV Mattersburg,236510,Hungary,59,67,1403,230000.0,3000.0,B. Varga
15474,Lincoln City,218591,Republic of Ireland,59,65,1432,180000.0,2000.0,S. Long
15475,Amiens SC Football,239327,France,59,59,866,80000.0,2000.0,J. Bouet
15476,SK Sturm Graz,239583,Austria,59,77,1435,325000.0,2000.0,O. Filip
15477,Godoy Cruz,234464,Argentina,59,64,1396,210000.0,2000.0,V. Ramis
15478,Crewe Alexandra,223969,Scotland,59,72,1524,300000.0,2000.0,J. Jones
15479,Arsenal,233441,England,59,72,1344,250000.0,6000.0,T. Bola
15480,AIK Solna,102881,Canada,59,59,1014,10000.0,1000.0,K. Stamatopoulos
15481,Talleres de Cordoba,234465,Argentina,59,62,1482,200000.0,2000.0,A. Araujo
15482,Morecambe,184801,England,59,59,1593,150000.0,2000.0,A. Fleming
15483,FC Sion,231650,Switzerland,59,77,1360,300000.0,1000.0,J. Bamert
15484,Angers SCO,234722,France,59,70,1500,240000.0,2000.0,O. Mamoun
15485,Galway United,199139,Republic of Ireland,59,63,1489,170000.0,1000.0,S. Folan
15486,Northampton Town,190179,Wales,59,63,1014,140000.0,1000.0,D. Cornell
15487,Malmö FF,229860,Sweden,59,59,987,110000.0,1000.0,F. Andersson
15488,Cerezo Osaka,237796,Japan,59,79,1459,325000.0,1000.0,T. Onozawa
15489,KAS Eupen,239076,Ghana,59,76,860,260000.0,1000.0,A. Nurudeen
15490,Lillestrøm SK,233446,Norway,59,63,1456,200000.0,1000.0,E. Næsbak Brenden
15491,Aalborg BK,234982,Denmark,59,75,1616,325000.0,1000.0,M. Christensen
15492,Incheon United FC,237030,Korea Republic,59,67,1576,230000.0,1000.0,Lee Jeong Bin
15493,Kilmarnock,224487,Scotland,59,71,1548,280000.0,1000.0,E. Brophy
15494,St. Patrick's Athletic,169191,Republic of Ireland,59,59,1362,100000.0,1000.0,G. Peers
15495,Al Ittihad,238055,Saudi Arabia,59,71,1399,280000.0,4000.0,A. Al Najjar
15496,Virtus Entella,222952,Italy,59,61,979,130000.0,1000.0,A. Paroni
15497,Portsmouth,228584,England,59,73,1594,325000.0,1000.0,A. May
15498,Cerezo Osaka,237800,Japan,59,65,1458,220000.0,1000.0,R. Sawakami
15499,Guadalajara,239592,Mexico,59,76,1389,300000.0,5000.0,J. Macías
15500,FC Krasnodar,226281,Russia,59,69,1330,220000.0,4000.0,E. Nesterenko
15501,SV Sandhausen,239338,Germany,59,60,1537,180000.0,1000.0,A. Ibrahimaj
15502,Dundalk,198891,Republic of Ireland,59,64,1651,200000.0,1000.0,C. Clifford
15503,Cork City,202731,Republic of Ireland,59,60,1700,180000.0,1000.0,C. McCormack
15504,Al Fateh,212971,Saudi Arabia,59,61,1642,160000.0,4000.0,N. Al Mousa
15505,Górnik Zabrze,231147,Poland,59,65,1465,220000.0,1000.0,R. Wolsztyński
15506,Philadelphia Union,235755,United States,59,76,1516,290000.0,1000.0,A. Trusty
15507,FK Haugesund,228845,Norway,59,61,1131,130000.0,1000.0,H. Sandvik
15508,FC Ufa,237805,Moldova,59,74,1478,290000.0,2000.0,V. Patrasco
15509,BSC Young Boys,211438,Switzerland,59,67,1291,200000.0,3000.0,M. Bürki
15510,Swindon Town,230126,England,59,68,1571,200000.0,2000.0,J. Brophy
15511,AJ Auxerre,228591,Haiti,59,68,1414,210000.0,1000.0,C. Arcus
15512,Reading,231663,Republic of Ireland,59,78,1624,325000.0,3000.0,J. Barrett
15513,Orlando Pirates,235503,South Africa,59,63,1367,210000.0,1000.0,A. Nkosi
15514,Málaga CF,226288,Spain,59,69,1090,190000.0,2000.0,Samu Casado
15515,Lyngby BK,234480,Denmark,59,63,897,140000.0,1000.0,A. Larsen
15516,Karlsruher SC,238321,Germany,59,69,1591,220000.0,1000.0,S. Buchta
15517,SCR Altach,239089,Serbia,59,70,936,210000.0,1000.0,F. Dmitrovic
15518,Chacarita Juniors,240369,Argentina,59,65,1538,180000.0,2000.0,M. Mellado
15519,FC Nordsjælland,225266,Norway,59,69,1653,240000.0,2000.0,M. Rasmussen
15520,Roda JC Kerkrade,238322,Netherlands,59,70,897,200000.0,1000.0,T. Roex
15521,Chacarita Juniors,240370,Argentina,59,74,1481,325000.0,1000.0,J. Álvarez
15522,Vitória Guimarães,240882,Portugal,59,72,1507,240000.0,1000.0,Miguel Magalhães
15523,Hallescher FC,212979,Germany,59,64,1060,150000.0,1000.0,M. Netolitzky
15524,VfL Wolfsburg,236787,Germany,59,77,1517,290000.0,4000.0,D. Franke
15525,Colchester United,175603,Republic of Ireland,59,59,1034,100000.0,2000.0,R. Gilmartin
15526,IFK Göteborg,182003,Sweden,59,61,1020,130000.0,1000.0,E. Dahlin
15527,FK Haugesund,225524,Norway,59,64,1478,180000.0,1000.0,S. Bjørkkjær
15528,En Avant de Guingamp,236277,France,59,69,1439,210000.0,2000.0,V. Mouangue
15529,Fulham,229367,England,59,71,1376,270000.0,4000.0,S. Humphrys
15530,Waasland-Beveren,239095,Belgium,59,69,1539,220000.0,1000.0,J. Schryvers
15531,1. FC Nürnberg,239351,Germany,59,71,1569,280000.0,2000.0,A. Fuchs
15532,Hammarby IF,176631,Sweden,59,59,1017,20000.0,1000.0,B. Lekström
